pathway_id	description	pvalue	bonferroni	n_cd_genes	n_bg_genes	gene_ratio	level_1	level_2	cd_genes	bg_genes
R-HSA-9006931	Signaling by Nuclear Receptors	4.89e-11	4.895e-8	37	255	0.15	Signal Transduction	Signaling by Nuclear Receptors	CDK9;ATF2;CREBBP;RDH10;DLD;EGFR;SDR16C5;EP300;ESR1;ALDH1A1;KDM4B;H2AFX;HDAC1;HSP90AB1;JUN;JUND;MYC;RDH11;GNAI1;GNAI2;GNAI3;HSP90AA1;POLR2A;POLR2F;PTK2;RAD21;RARA;RARB;SHC1;SP1;TBP;TGFA;XPO1;HIST1H3B;HIST1H4C;KAT2B;DHRS3	AKT3;DHRS9;CDK9;CDKN1B;H2BFS;STAG1;CARM1;NCOA2;KAT5;GNB5;PTGES3;STAG2;DHRS4;CHD1;RDH13;HIST4H4;ADH1A;ADH1C;HIST2H3C;ADH4;UHMK1;HIST3H2BB;CPT1A;CPT1B;CRABP1;CRABP2;CREB1;ATF2;CREBBP;CTSD;RDH10;CYP26A1;DDX5;DLAT;DLD;HBEGF;S1PR3;AGO3;AGO4;EGF;EGFR;SDR16C5;ELK1;KCTD6;EP300;ERBB4;EREG;AKT1;AKT2;ESR1;ESR2;ALDH1A1;FABP5;ALDH1A3;FKBP4;FKBP5;KDM1A;KDM4B;FOXO3;TNRC6B;KANK1;FOS;FOSB;NR5A2;EPGN;HIST1H2BA;GATA3;AGO1;AGO2;TNRC6A;GNAI1;GNAI2;GNAI3;GNB1;GNB2;GNB3;GNG3;GNG4;GNG5;GNG7;GNG10;GNG11;GNGT1;GNGT2;GTF2A1;GTF2A2;GTF2F1;GTF2F2;HIST1H2AE;HIST1H2AD;H2AFX;H2AFZ;HIST1H2BD;HIST1H2BB;H3F3A;H3F3B;HDAC1;FOXA1;PRMT1;HSPB1;HSP90AA1;HSP90AB1;HIST2H3A;ZDHHC21;CYP26C1;GNAT3;IGF1R;JUN;JUND;AREG;KPNA2;MMP2;MMP3;MMP7;MMP9;MOV10;CITED1;MYB;MYC;H2AFB1;NOS3;RDH11;CXXC5;PDHA1;PDHA2;PDHB;PDK1;PDK2;PDK3;PDK4;PDPK1;GNG13;PGR;PIK3R2;POLR2A;POLR2B;POLR2C;POLR2D;GNG2;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;POU2F1;PPARD;MED1;PPID;PPP5C;HIST2H4B;ZDHHC7;H2AFJ;PRKCZ;GNG12;CYP26B1;PTK2;RDH14;GPAM;TNRC6C;RAD21;RARA;RARB;RARG;GNB4;CCND1;RDH5;BCL2;RXRA;RXRB;RXRG;CXCL12;ALDH8A1;SHC1;HIST2H3D;SP1;SRF;STRN;BTC;TBP;TFF1;TFF3;TGFA;TLE3;HIST2H2AA4;USF1;USF2;XPO1;YY1;ZNF217;PDHX;NCOA3;NRIP1;SMC1A;HIST1H4I;AXIN1;HIST1H2AJ;HIST1H2AC;HIST1H2AB;HIST2H2AA3;HIST2H2AC;HIST1H2BG;HIST1H2BL;HIST1H2BN;HIST1H2BM;HIST1H2BF;HIST1H2BE;HIST1H2BH;HIST1H2BI;HIST1H2BC;HIST1H2BO;HIST2H2BE;HIST1H3A;HIST1H3D;HIST1H3C;HIST1H3E;HIST1H3I;HIST1H3G;HIST1H3J;HIST1H3H;HIST1H3B;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST2H4A;;PIK3R3;HIST1H2BK;CAV1;CAV2;RDH16;RUNX1;AKR1C3;;NCOA1;CBFB;KAT2B;ALDH1A2;SPHK1;HIST1H3F;HIST1H2BJ;CCNT1;SMC3;EBAG9;DHRS3;GNG8;H2AFV;GREB1
R-HSA-1632852	Macroautophagy	5.42e-11	5.425e-8	11	86	0.13	Autophagy	Macroautophagy	LAMTOR5;GABARAPL2;ATG4A;CSNK2B;ATG14;AMBRA1;MAP1LC3B;TSC1;LAMTOR3;MTMR3;RB1CC1	TOMM6;RNF103-CHMP3;RRAGB;TOMM40;ATG7;LAMTOR5;RRAGA;WDR45;GABARAP;GABARAPL2;ATG4A;CHMP4B;FUNDC1;DYNLL2;CSNK2A1;CSNK2A2;CSNK2B;SLC38A9;PGAM5;ATG14;ATG4B;GABARAPL1;MTOR;CHMP2B;WIPI2;CHMP2A;ATG9B;LAMTOR2;CHMP4A;PIK3R4;LAMTOR4;TOMM5;MAP1LC3C;PARK2;PRKN;MTERF3;PRKAG2;CHMP3;PIK3C3;PRKAG3;TOMM7;LAMTOR1;ATG16L1;WIPI1;PRKAA1;AMBRA1;PRKAA2;PRKAB1;PRKAB2;MFN1;PRKAG1;WDR45B;TOMM22;RPTOR;RRAGD;RHEB;ATG101;MLST8;MTMR14;ATG3;PINK1;TSC1;TSC2;UVRAG;VDAC1;ATG9A;CHMP6;MAP1LC3B;ATG10;ULK1;MAP1LC3A;ATG4C;ATG4D;LAMTOR3;DYNLL1;BECN1;SQSTM1;AC008393.2;MTMR3;ATG12;CHMP7;CHMP4C;ATG5;ATG13;TOMM20;RB1CC1;TOMM70A;TOMM70;MFN2
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	1.213e-10	1.214e-7	5	17	0.29	Metabolism	Metabolism of vitamins and cofactors	ENPP2;PANK1;PANK4;PANK3;PANK2	FASN;PDZD11;ENPP1;ENPP2;ENPP3;PANK1;PANK4;PPCDC;AASDHPPT;PANK3;PPCS;PANK2;SLC25A16;COASY;VNN2;VNN1;SLC5A6
R-HSA-196854	Metabolism of vitamins and cofactors	3.948e-10	3.952e-7	22	180	0.12	Metabolism	Metabolism of vitamins and cofactors	NADK2;CYB5A;AOX1;APOA1;IDH1;HSP90AA1;APOE;LRP1;NT5E;RDH11;ENPP2;PANK1;PNLIP;PANK4;RBP1;RBP2;RBP4;SLC2A1;TTR;VKORC1;PANK3;PANK2	GPC6;NAMPT;GPHN;SLC19A2;MTHFS;MTHFD2;ALDH1L1;AKR1C4;SLC46A1;SLC52A3;CTRC;GSTO2;CLPS;APOA1BP;NAXE;NADK2;PARP4;CTRB1;PLB1;CYB5A;VKORC1L1;CYP8B1;ALDH1L2;SLC5A8;AKR1C1;MMAA;DHFR;CYB5R3;DHFRL1;DHFR2;AKT1;FASN;GPC2;GPC4;GPC5;NMNAT2;QPRT;FOLR2;FPGS;PDSS1;MTHFD1L;MMACHC;LRP10;GCH1;GCHFR;GIF;TPK1;GPC3;NMRK2;MMADHC;MOCS3;GPC1;UBIAD1;LRP12;ACACA;HLCS;AOX1;ACACB;MMAB;HSP90AA1;HSPG2;APOA1;APOA2;APOB;GPIHBP1;IDH1;APOC4-APOC2;APOC2;APOC3;APOE;NMNAT3;AGRN;LPL;LRP1;LRP2;MOCS1;MOCS2;ABCC1;CTRB2;MTHFD2L;MTHFD1;MTHFR;MTR;MTRR;MUT;NNMT;NOS3;NT5E;PC;PCCA;PCCB;RDH11;PDZD11;CD320;ENPP1;ENPP2;ENPP3;COQ3;PANK1;BCO1;ACP5;PNLIP;PARP14;PARP16;NMRK1;MOCOS;SLC52A1;PNPO;NADSYN1;PANK4;RFK;RNLS;CARKD;NAXD;LMBRD1;PRKG2;APOM;PRSS1;PRSS3;MCCC1;PARP6;AKR1B10;PDSS2;PTGIS;PTGS2;PTS;ABCD4;RBP1;RBP2;RBP4;SLC25A19;PPCDC;AASDHPPT;SDC1;SDC2;SDC4;MCCC2;SHMT1;SHMT2;NMNAT1;SLC2A1;SLC2A3;NADK;SLC19A1;SPR;BST1;BTD;TCN1;TCN2;TTPA;TTR;LRP8;VKORC1;THTPA;SLC52A2;PANK3;PARP8;PPCS;PANK2;CUBN;FLAD1;SLC25A16;COASY;SLC19A3;SLC25A32;AMN;NUDT12;PARP9;BCO2;PARP10;PDXK;AKR1C3;;VNN2;VNN1;SLC5A6;NFS1;LRAT;NAPRT;SLC22A13;GSTO1;CD38;SDC3;SLC23A2;SLC23A1
R-HSA-4090294	SUMOylation of intracellular receptors	5.302e-10	5.307e-7	8	27	0.3	Metabolism of proteins	Post-translational protein modification	ESR1;NR3C1;AR;RARA;SUMO2;UBE2I;VDR;HDAC4	NR1H3;PIAS3;ESR1;NR5A2;NR5A1;NR3C1;AR;NR3C2;PIAS4;PGR;PPARA;RARA;RORA;RXRA;SUMO3;SUMO2;THRA;THRB;UBE2I;SUMO1;NR1H2;VDR;PIAS1;NR1I2;PIAS2;HDAC4;NR1H4
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	1.233e-9	1.234e-6	9	28	0.32	Signal Transduction	Signaling by TGFB family members	CDK9;HDAC1;SMAD4;SMAD2;SMAD3;SMAD7;MYC;RBL1;SP1	CDK8;CDK9;CDKN2B;E2F4;E2F5;SNW1;ATP1B4;WWTR1;HDAC1;JUNB;SMAD2;SMAD3;SMAD4;SMAD7;MEN1;MYC;SERPINE1;RNF111;RBL1;TGIF2;SP1;TFDP1;TFDP2;TGIF1;CCNK;CCNC;CCNT1;CCNT2
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	6.312e-9	6.318e-6	8	18	0.44	Signal Transduction	Signaling by NOTCH	CREBBP;EP300;PLXND1;NOTCH1;STAT1;MAML2;KAT2B;DLGAP5	MAMLD1;CREBBP;EP300;SNW1;PLXND1;WWC1;KAT2A;HEYL;RBPJ;NOTCH1;NOTCH3;PBX1;MAML3;STAT1;MAML2;KAT2B;DLGAP5;MAML1
R-HSA-3371568	Attenuation phase	7.862e-9	7.87e-6	7	14	0.5	Cellular responses to stimuli	Cellular responses to stress	CREBBP;EP300;HSPA1A;HSPA1B;HSPA8;HSP90AA1;HSP90AB1	PTGES3;CREBBP;EP300;FKBP4;HSBP1;HSF1;HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA8;HSP90AA1;HSP90AB1;DNAJB1
R-HSA-186763	Downstream signal transduction	1.251e-8	1.252e-5	9	21	0.43	Signal Transduction	Signaling by Receptor Tyrosine Kinases	CRKL;CRK;NCK1;PLCG1;STAT1;STAT3;STAT5A;STAT6;BCAR1	CRK;CRKL;GRB7;RAPGEF1;NCK1;PDGFA;PDGFB;PDGFRA;PDGFRB;PIK3CB;PIK3R2;PLCG1;PTPN11;RASA1;STAT1;STAT3;STAT5A;STAT5B;STAT6;NCK2;BCAR1
R-HSA-8854214	TBC/RABGAPs	1.573e-8	1.575e-5	9	46	0.2	Vesicle-mediated transport	Membrane Trafficking	GABARAPL2;RABGAP1;GGA1;TBC1D10C;RAB8A;RAB5A;RAB5C;TSC1;MAP1LC3B	OPTN;TBC1D7;RAB35;GABARAP;GABARAPL2;TBC1D16;TBC1D20;GGA2;GGA3;RABGAP1;TBC1D10B;GGA1;RABGEF1;RAB7B;TBC1D10C;ARF6;TBC1D3C;TBC1D3B;RAB8A;TBC1D25;TBC1D7;RAB6B;RAB8B;TBC1D13;TBC1D2;TBC1D24;TBC1D14;RAB4A;RAB5A;RAB5B;RAB6A;RAB5C;TBC1D15;TSC1;TSC2;TBC1D3L;TBC1D3;RAB7A;TBC1D17;MAP1LC3B;RAB33B;TBC1D10A;ULK1;SYTL1;RAB11A;RABEP1;RAB11B;RAB33A
R-HSA-8943724	Regulation of PTEN gene transcription	2.63e-8	2.633e-5	12	50	0.24	Signal Transduction	Intracellular signaling by second messengers	LAMTOR5;ATF2;EGR1;MECOM;HDAC1;HDAC2;JUN;MBD3;RBBP7;TP53;LAMTOR3;EED	COMMD3-BMI1;RRAGB;LAMTOR5;RRAGA;CHD3;CHD4;ATF2;SLC38A9;PHC1;PHC2;EGR1;MECOM;EZH2;SCMH1;CBX6;SUZ12;MTOR;LAMTOR2;HDAC1;HDAC2;JUN;LAMTOR4;MBD3;PPARG;GATAD2A;LAMTOR1;SALL4;CBX8;GATAD2B;MTA3;RPTOR;RRAGD;RBBP4;RBBP7;RHEB;RING1;RNF2;MLST8;BMI1;SNAI2;SNAI1;TP53;PHC3;MAF1;CBX2;CBX4;LAMTOR3;EED;MTA1;MTA2
R-HSA-449836	Other interleukin signaling	5.681e-8	5.687e-5	26	221	0.12	Immune System	Cytokine Signaling in Immune system	CSF3;CSF3R;DUSP5;EGFR;ERBB2;IL2;IL2RB;IL2RG;PPP2R5E;SPTBN4;ACTB;STXBP2;CSK;FGG;FN1;FYN;ARRB1;PTK2;RAP1A;SHC1;TGFA;VCL;KBTBD7;CUL3;LAMTOR3;RAPGEF2	RANBP9;RASGRP1;RASA4;CNKSR1;NRG3;FRS3;FRS2;DUSP10;RASGRP4;THEM4;CSF1;CSF1R;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSK;NRG4;IL34;PAQR3;KLB;DAB2IP;SPRED1;IFNLR1;DLG1;DLG2;DLG3;DLG4;HBEGF;DUSP1;DUSP2;DUSP4;DUSP5;DUSP6;DUSP7;DUSP8;DUSP9;EGF;EGFR;TXLNA;SPRED2;ERBB2;ERBB3;ERBB4;EREG;AKT2;RASGEF1A;FGA;FGB;FGF1;FGF2;FGF3;FGF4;FGF5;FGF6;FGF7;FGF8;FGF9;FGF10;FGFR1;FGFR3;FGFR2;FGFR4;FGG;RASA3;CNKSR2;FLT3;FLT3LG;FN1;FYN;GAB1;EPGN;SHC2;RASGRP3;FGF20;GDNF;GFRA1;GFRA2;GFRA3;FGF22;LAT;IFNL1;KSR2;ANGPT1;LAMTOR2;GRIN1;GRIN2B;GRIN2D;HGF;NRG1;PIK3R4;IL2;IL2RA;IL2RB;IL2RG;IL3;IL3RA;IL5;IL5RA;IL10RB;IL16;IRS1;ITGA2B;ARAF;ITGB3;JAK1;JAK2;JAK3;AREG;KIT;SPRED3;ARRB1;ARRB2;MARK3;MET;KITLG;MAP3K11;NCAM1;NEFL;NF1;NRTN;PEBP1;SPTBN5;PDE3B;PDGFA;PDGFB;PDGFRA;PDGFRB;PDPK1;PHB;PIK3C3;PIK3CB;PIK3R2;SHC3;TLR9;APBB1IP;IL17RD;PPP2R5A;PPP2R5B;PPP2R5C;PPP2R5D;PPP2R5E;PPP5C;MAP2K1;MAP2K2;PSPN;PRTN3;PTK2;LRRC7;SPTBN4;TRIB3;PTPN11;PTPRA;PTPRZ1;RAF1;RAP1A;RAP1B;RASA1;RASA2;RASGRF1;RASGRF2;RET;ACTB;SDC1;GFRA4;SHC1;RASAL3;SNAP25;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;BRAF;STX1A;STX3;STX4;STXBP2;VAMP2;BTC;TEK;TGFA;TLN1;ACTG1;TYK2;VCL;VWF;YWHAB;FGF23;DUSP16;CAMK2A;CAMK2B;CAMK2D;CAMK2G;BRAP;CASP3;KBTBD7;WDR83;RASAL1;CUL3;LAMTOR3;IRS2;PEA15;ACTN2;FGF18;FGF17;FGF16;IQGAP1;SYNGAP1;KSR1;ARTN;CD4;IL32;KL;RASAL2;NRG2;RAPGEF2;GAB2;FGF19;RBX1
R-HSA-4420097	VEGFA-VEGFR2 Pathway	8.12e-8	8.128e-5	16	86	0.19	Signal Transduction	Signaling by Receptor Tyrosine Kinases	CRK;MAPK14;CTNNB1;PTK2B;FYN;HSP90AA1;NCF4;NCK1;PAK2;PLCG1;PRR5;PTK2;PXN;ACTB;VAV1;BCAR1	AKT3;ABI1;CDH5;ABI2;WASF2;VAV3;BAIAP2;NCKAP1;WASF3;THEM4;CRK;MAPK14;CTNNA1;CTNNB1;CTNND1;CYBA;CYBB;DOCK1;AKT1;AKT2;PTK2B;CYFIP1;MTOR;RICTOR;FYN;SHC2;CYFIP2;NCKAP1L;HSPB1;HSP90AA1;ITGAV;ITGB3;JUP;KDR;RHOA;NCF2;NCF4;NCK1;NOS3;PAK1;PAK2;PAK3;PDPK1;PIK3CB;PIK3R2;PLCG1;PRR5;PRKACA;PRKACB;PRKACG;PRKCA;PRKCB;AXL;PRKCD;BRK1;PRKCZ;MAPK11;MAPK13;PTK2;TRIB3;PXN;RAC1;RASA1;ACTB;ROCK1;MAPK12;ELMO2;MLST8;SHB;NCF1;ACTG1;VAV1;VAV2;VEGFA;MAPKAPK3;MAPKAP1;NCK2;CAV1;SPHK1;WASF1;SH2D2A;MAPKAPK2;ROCK2;BCAR1;ELMO1;CDC42
R-HSA-977225	Amyloid fiber formation	2.982e-7	2.985e-4	11	105	0.1	Metabolism of proteins	Amyloid fiber formation	GGA1;H2AFX;APCS;APOA1;APP;SIAH2;SNCA;SORL1;TTR;HIST1H3B;HIST1H4C	TSPAN5;ADAM10;H2BFS;HIST4H4;HIST2H3C;HIST3H2BB;CST3;FGA;GGA2;GGA3;NCSTN;TSPAN15;BACE1;HIST1H2BA;GGA1;GSN;HIST1H2AE;HIST1H2AD;H2AFX;H2AFZ;HIST1H2BD;HIST1H2BB;H3F3A;H3F3B;APCS;HSPG2;HIST2H3A;APOA1;IAPP;TSPAN33;APP;INS;LTF;LYZ;MFGE8;H2AFB1;NPPA;FURIN;PARK2;PRKN;APH1A;NAT8B;ODAM;HIST2H4B;PSENEN;PRL;B2M;SAA1;SEMG1;SIAH1;SIAH2;HIST2H3D;SNCA;SORL1;TGFBI;HIST2H2AA4;TTR;CALB1;CALCA;TSPAN14;USP9X;HIST1H4I;HIST1H2AJ;HIST1H2AC;HIST1H2AB;HIST2H2AA3;HIST2H2AC;HIST1H2BG;HIST1H2BL;HIST1H2BN;HIST1H2BM;HIST1H2BF;HIST1H2BE;HIST1H2BH;HIST1H2BI;APH1B;HIST1H2BC;HIST1H2BO;HIST2H2BE;HIST1H3A;HIST1H3D;HIST1H3C;HIST1H3E;HIST1H3I;HIST1H3G;HIST1H3J;HIST1H3H;HIST1H3B;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST2H4A;HIST1H2BK;HIST1H3F;HIST1H2BJ;NAT8;UBE2L6;ITM2B;SNCAIP
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	5.314e-7	5.319e-4	13	104	0.12	Cellular responses to stimuli	Cellular responses to stress	CDK2;CDK6;CDKN1A;CEBPB;H2AFX;IL6;JUN;RELA;STAT3;UBE2D1;HIST1H3B;HIST1H4C;CCNA2	CDK2;CDK4;CDK6;CDKN1A;CDKN1B;H2BFS;CDKN2A;CDKN2B;CDKN2C;CDKN2D;ANAPC10;CEBPB;EHMT2;UBE2C;ANAPC16;HIST4H4;HIST2H3C;HIST3H2BB;FOS;CDC26;HIST1H2BA;ANAPC15;ANAPC2;ANAPC4;HIST1H2AE;HIST1H2AD;H2AFX;H2AFZ;HIST1H2BD;HIST1H2BB;H3F3A;H3F3B;HIST2H3A;IGFBP7;IL1A;IL6;CXCL8;JUN;H2AFB1;NFKB1;FZR1;ANAPC5;ANAPC7;ANAPC11;HIST2H4B;H2AFJ;MAPK7;RELA;RPS6KA1;RPS6KA2;RPS6KA3;ANAPC1;HIST2H3D;STAT3;HIST2H2AA4;UBE2D1;UBE2E1;EHMT1;HIST1H4I;HIST1H2AJ;HIST1H2AC;HIST1H2AB;HIST2H2AA3;HIST2H2AC;HIST1H2BG;HIST1H2BL;HIST1H2BN;HIST1H2BM;HIST1H2BF;HIST1H2BE;HIST1H2BH;HIST1H2BI;HIST1H2BC;HIST1H2BO;HIST2H2BE;HIST1H3A;HIST1H3D;HIST1H3C;HIST1H3E;HIST1H3I;HIST1H3G;HIST1H3J;HIST1H3H;HIST1H3B;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST2H4A;HIST1H2BK;CDC23;CDC16;CCNA2;CCNA1;HIST1H3F;HIST1H2BJ;H2AFV;CDC27
R-HSA-1234174	Cellular response to hypoxia	9.042e-7	9.051e-4	8	26	0.31	Cellular responses to stimuli	Cellular responses to stress	CITED2;EGLN2;CREBBP;EP300;EPAS1;HIF1A;HIF1AN;UBE2D1	CITED2;EGLN2;EGLN3;WTIP;CREBBP;EP300;EPAS1;EPO;HIGD1A;HIF1A;ARNT;EGLN1;HIF1AN;HIF3A;TCEB1;ELOC;TCEB2;ELOB;UBE2D1;UBE2D2;UBE2D3;VEGFA;VHL;CA9;CUL2;AJUBA;LIMD1;RBX1
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	9.756e-7	9.766e-4	23	170	0.14	Metabolism of proteins	Post-translational protein modification	NSMCE1;EP300;ESR1;NSMCE2;NR3C1;HDAC1;HDAC2;HNRNPK;AR;RAD21;RARA;RELA;RPA1;BLM;TP53;VDR;SUMO2;XRCC4;HIST1H4C;IKBKG;IKBKE;HDAC4;NUP153	COMMD3-BMI1;NR1H3;TRIM28;TOPORS;STAG1;CDKN2A;PIAS3;DDX17;CETN2;STAG2;NUP50;CHD3;NUPL2;PARK7;UHRF2;HIST4H4;NUP35;PARP1;CTBP1;DAXX;DDX5;RNF168;DNMT1;DNMT3B;PHC1;PHC2;NSMCE1;EP300;ESR1;SCMH1;SMC5;NUP205;NUP210;NUP160;SATB2;NUP188;SUZ12;NUP62;NR5A2;NR5A1;SIN3A;NSMCE2;HIPK2;NR3C1;HDAC1;HDAC2;HIC1;HNRNPC;HNRNPK;BIRC5;NUP43;INCENP;ING2;AR;MBD1;MDM2;MITF;NR3C2;NFKB2;NFKBIA;NPM1;NUP88;NUP98;EID3;PCNA;HDAC7;PIAS4;NOP58;PGR;NUP54;PML;PPARA;NSMCE4A;CDCA8;HIST2H4B;NDC1;NUP133;NSMCE3;NUP107;CBX8;MKL1;RAD21;RAD52;RANBP2;RANGAP1;RARA;ZNF350;RELA;TRIM27;RING1;RNF2;RORA;RPA1;RXRA;SAFB;SATB1;SEC13;BLM;BMI1;SUMO3;SUMO2;SP3;SP100;FOXL2;BRCA1;TDG;TFAP2C;THRA;THRB;TOP1;TOP2A;TOP2B;TP53;TP53BP1;TPR;UBE2I;SUMO1;NR1H2;VDR;VHL;WRN;XPC;XRCC4;ZNF131;PCGF2;NUP37;SMC6;NUP85;PHC3;NUP214;AAAS;SEH1L;NRIP1;SMC1A;HIST1H4I;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST2H4A;L3MBTL2;CBX2;RAE1;IKBKG;CBX4;PIAS1;NCOA1;NR1I2;HERC2;PIAS2;MTA1;SMC3;ZBED1;AURKB;NUP155;IKBKE;MDC1;NUP93;HDAC4;NUP58;POM121;NR1H4;NUP153;CASP8AP2
